,weight,ekor,selling_price
136,300.0,3,16230000.0
137,153.7,2,8576460.0
138,495.8,6,26624460.0
139,572.75,6,30470300.0
140,224.0,1,8960000.0
142,553.2,8,116725.2
143,501.0,11,122745.0
144,2932.0,97,1158140.0
145,282.0,1,36000.0
146,2.56,0,140965.0
147,1106.18,14,53539112.0
148,982.0,18,52537000.0
149,2794.47,65,153695850.0
150,3566.0,44,295978000.0
154,227.08,2,10332140.0
155,528.04,6,26908918.4
156,361.67,4,18597071.4
157,1628.84,25,88413435.2
158,245.0,3,12803700.0
159,391.28,2,17764112.0
160,30.0,0,1008000.0
161,3.0,0,0.0
163,478.88,4,25189088.0
164,75.16,0,2780920.0
165,891.84,12,53332032.0
166,31.46,0,1316915.6
167,29.0,0,1073000.0
174,377.0,2,15834000.0
178,867.0,6,36414000.0
180,1250.0,6,70000000.0
181,3000.0,31,252000000.0
182,6500.0,158,585000000.0
183,117.11,1,0.0
184,920.0,14,65320000.0
185,2.5,0,150000.0
186,6.0,0,360000.0
188,4.9,0,294000.0
190,4.0,0,240000.0
191,4.3,0,258000.0
192,2.7,0,162000.0
193,3.7,0,222000.0
194,7.0,0,420000.0
195,150.0,1,6750000.0
196,250.0,1,10000000.0
197,390.0,3,17257500.0
198,893.0,10,44739300.0
199,525.0,6,27562500.0
200,525.0,6,27562500.0
201,546.0,7,29647800.0
202,1005.0,13,54270000.0
203,233.0,3,12582000.0
204,173.81,2,9713545.66
205,244.8,2,12406464.0
206,8.76,0,175200.0
207,841.87,22,65750047.0
208,13.9,0,347500.0
211,1080.0,23,1080.0
212,2648.0,73,2648.0
213,417.16,4,20567656.64
214,0.52,0,14768.0
215,2.3,0,112240.0
216,398.44,6,22929425.12
217,1867.58,37,117573498.9
218,7.38,0,377856.0
219,303.0,4,16604400.0
220,1447.0,24,83347200.0
221,58.0,0,2610000.0
223,217.0,1,30000.0
225,684.5,10,44860688.0
226,1032.4,19,72655200.0
227,1073.0,27,95590250.0
228,808.6,28,80471239.0
229,672.86,27,70471319.0
230,904.62,43,102210008.0
231,217.16,2,12030664.0
232,301.48,4,19897680.0
233,13.9,0,675000.0
234,7.45,0,342000.0
235,191.53,3,13483712.0
236,311.0,5,12751000.0
237,360.0,5,21096000.0
238,420.0,8,27384000.0
239,3.0,0,0.0
240,600.02,16,42489216.26
241,1.04,0,41600.0
242,0.58,0,23200.0
243,3671.65,98,260000551.45
244,11.3,0,452000.0
245,9.7,0,0.0
246,7.24,0,289600.0
247,909.57,8,41840220.0
248,48.38,0,1451400.0
249,75.83,0,3859747.0
250,784.01,15,47354204.0
251,117.0,0,5265.0
252,513.7,4,23326089.6
253,33.1,0,662000.0
254,30.57,0,305700.0
255,1849.13,16,94305630.0
256,32.23,0,986238.0
257,39.0,0,0.0
258,8.36,0,307648.0
259,357.24,4,18883706.4
260,1908.22,30,113027687.04
261,36.94,0,1514540.0
262,120.0,0,5640000.0
263,210.0,1,10080000.0
264,95.0,0,4560000.0
265,320.0,2,15360000.0
270,957.0,7,72732000.0
271,250.53,3,14878976.7
272,18.83,0,376600.0
273,1062.73,7,42203134.0
274,104.82,0,1572300.0
275,82.26,0,246780.0
276,118.9,0,4613320.0
277,229.2,2,11597520.0
278,279.12,4,16188960.0
279,1243.7,23,76338306.0
280,36.8,0,1355344.0
281,150.0,1,6750000.0
282,100.0,0,5000000.0
283,460.0,3,20700000.0
284,266.12,1,11097204.0
285,16.04,0,240600.0
286,222.6,1,9349200.0
287,413.55,4,21405348.0
288,494.74,7,28853236.8
289,410.92,7,21367840.0
290,2464.66,58,179723007.2
291,125.0,0,125.0
292,666.8,4,30006000.0
293,1650.0,9,107250000.0
294,296.65,3,15603790.0
295,299.5,4,18029900.0
296,258.7,4,16220490.0
297,296.65,3,15603790.0
298,299.5,4,18029900.0
299,258.7,4,16220490.0
300,94.4,1,3653280.0
301,67.3,1,4569670.0
302,553.9,9,35726550.0
303,52.35,0,3164766.9
304,3.96,0,59400.0
305,350.0,3,18585000.0
306,261.89,5,18693708.0
307,938.37,12,45980130.0
308,2687.44,40,136521952.0
309,84.0,0,3864000.0
310,173.0,0,6920000.0
311,474.64,3,15602366.08
312,616.71,6,32068920.0
313,20.83,0,885275.0
315,11000.0,478,1364000000.0
316,100.0,0,5300000.0
317,30.0,0,1500000.0
318,515.0,4,28325000.0
319,377.3,3,19468680.0
320,894.0,12,44431800.0
321,984.73,20,53569312.0
322,506.7,10,26753760.0
323,2005.16,39,103867288.0
324,1212.59,12,57695032.2
325,283.07,1,8081082.36
326,45.2,0,904000.0
327,17.1,0,171000.0
328,16.0,0,48000.0
329,5.0,0,75000.0
336,110.0,0,2761000.0
337,594.09,3,21743694.0
338,1090.64,10,52350720.0
339,1578.28,20,87121056.0
340,800.0,8,68000000.0
341,2.0,0,120000.0
342,1.75,0,105000.0
343,2.1,0,126000.0
344,2.55,0,153000.0
345,1.3,0,78000.0
346,2.1,0,126000.0
347,3.55,0,213000.0
348,5.0,0,300000.0
349,200.0,2,12000000.0
350,650.0,12,45500000.0
351,100.0,0,4570000.0
352,250.0,2,11950000.0
353,180.0,1,7200000.0
354,250.0,0,68750.0
355,250.0,1,62500.0
356,300.0,2,82500.0
358,100.0,0,0.0
359,150.0,1,0.0
360,150.0,1,0.0
361,150.0,2,0.0
362,150.0,3,0.0
363,983.0,21,983.0
364,25.0,0,25.0
365,3.1,0,186000.0
366,3.45,0,207000.0
367,2.3,0,138000.0
368,2.1,0,126000.0
369,3.75,0,225000.0
370,5.1,0,306000.0
371,10.6,0,636000.0
372,3.9,0,234000.0
373,7.55,0,453000.0
374,7.15,0,429000.0
375,3.0,0,180000.0
376,7.6,0,456000.0
377,230.0,3,15410000.0
378,877.48,16,63529552.0
379,4600.0,92,552000000.0
380,135.0,0,4725000.0
381,100.0,0,3500000.0
382,573.24,4,23016732.48
383,1.88,0,28200.0
384,745.6,7,37336665.6
385,25.45,0,509000.0
386,973.03,10,52617570.28
387,38.89,0,855580.0
388,1090.0,10,43.5
389,590.0,7,51.0
390,1679.6,26,54.2
391,28.45,0,37.94
392,89.5,0,25.0
393,19.4,0,876492.0
394,3.2,0,86745.6
395,1240.45,11,60533960.0
396,1110.6,14,60638760.0
397,1458.16,26,85739808.0
398,1605.98,35,99570760.0
399,2717.42,89,197012950.0
400,50.0,0,1300000.0
402,83.0,0,83.0
403,215.0,2,11610000.0
404,130.0,1,5850000.0
411,1306.3,12,73936580.0
412,181.7,1,6359500.0
413,1712.74,19,98499677.0
414,243.0,1,7290000.0
415,177.0,1,7434000.0
423,210.0,1,210.0
424,210.0,1,210.0
425,200.0,1,0.0
426,100.0,0,0.0
427,50.0,0,0.0
428,1000.0,52,86000000.0
432,643.42,8,0.0
433,447.62,5,27260058.0
434,38.2,0,38.2
435,33.68,0,33.68
436,571.54,9,571.54
437,64.58,0,2389460.0
438,571.54,9,35778404.0
439,38.2,0,2223240.0
443,33.68,0,1175432.0
444,737.01,4,28248119.28
445,9.58,0,95800.0
446,20.0,0,1000000.0
447,150.0,1,12739000.0
451,240.0,1,10080000.0
454,0.0,0,0.0
455,1545.05,23,96037217.9
456,10158.13,267,838141743.75
457,459.68,7,28294223.36
458,5.0,0,0.0
459,276.36,1,10087140.0
465,540.0,2,10800000.0
466,11.86,0,59300.0
467,258.34,0,775020.0
468,95.0,0,3420000.0
472,0.0,0,0.0
473,800.0,2,16000000.0
474,758.72,11,47103613.76
475,4421.85,98,332310977.04
476,310.0,3,17143000.0
477,273.4,4,16486020.0
478,802.0,16,51969600.0
480,1364.0,33,23976000.0
481,3182.0,46,182010400.0
482,107.86,1,3882960.0
483,1878.0,29,92773200.0
484,80.0,1,4000000.0
485,213.0,2,10650000.0
486,25.0,0,1250000.0
487,100.0,1,5000000.0
488,996.0,14,51493200.0
489,1526.76,23,88552080.0
490,26.49,0,953640.0
491,2523.28,43,59600.0
492,58.0,0,54500.0
493,62.55,0,47000.0
494,186.0,1,58200.0
495,980.79,7,47274078.0
496,176.77,0,5112188.4
497,10.0,0,0.0
498,3000.0,56,357000000.0
499,1.0,0,25000.0
500,256.85,1,11655853.0
501,508.47,5,27821952.99
502,0.66,0,16500.0
503,611.23,8,40646795.0
504,4.69,0,117175.0
505,2306.2,42,0.0
506,0.0,0,0.0
507,740.75,7,41926450.0
508,12.86,0,385800.0
509,43.65,0,1482354.0
510,855.3,12,57048510.0
511,17.2,0,602000.0
512,866.81,15,58561683.6
513,48.0,0,1945728.0
514,86.0,0,2580000.0
515,1733.62,32,117123367.0
516,172.0,0,5160000.0
517,96.0,0,3891456.0
518,30330.0,369,1771272.0
519,5623.28,98,0.0
523,262.46,0,5249200.0
524,218.5,3,13042062.0
525,245.8,5,18078590.0
526,250.9,6,20749430.0
527,362.5,9,30359375.0
528,369.6,2,13749120.0
530,465.18,3,22142568.0
531,10.0,0,516000.0
532,128.48,0,4753760.0
533,1005.66,9,51711037.2
534,66.52,0,2461240.0
535,3.08,0,0.0
536,110.0,1,5720000.0
538,1.0,0,2300000.0
539,289.48,1,7034364.0
543,390.0,3,18720000.0
545,33.6,0,2002560.0
547,70.0,0,3430000.0
548,151.8,1,9927720.0
549,99.7,0,3988000.0
550,54.0,0,2808000.0
551,3.0,0,105000.0
559,356.08,2,15240224.0
561,472.44,3,22677120.0
562,30.0,0,1110000.0
563,31.72,0,1173640.0
564,0.2,0,7400.0
565,979.12,9,51090481.6
566,66.66,0,2466420.0
567,3.08,0,0.0
569,760.85,5,35759950.0
570,231.93,0,4905319.5
574,92.0,0,3036000.0
575,177.0,1,8496.0
576,177.0,1,8850000.0
577,124.0,0,5208.0
578,425.5,3,24679000.0
579,220.0,1,8360000.0
580,41.0,0,1394000.0
583,2155.0,52,301700000.0
587,606.06,20,42418139.4
588,14.7,0,955500.0
589,84.0,0,84.0
590,30.0,0,1050000.0
597,166.18,3,9970800.0
598,1700.0,22,195500000.0
599,2500.0,34,200000000.0
600,813.0,11,0.0
601,7.6,0,0.0
602,4.07,0,0.0
603,4244.55,90,0.0
604,248.82,5,0.0
605,45.52,0,0.0
606,10.16,0,0.0
607,304.08,3,16055424.0
609,691.0,8,39248800.0
612,597.55,4,31662100.0
613,2449.86,26,149587640.0
614,17.0,0,38000.0
615,488.11,8,37193982.0
616,13.5,0,1282500.0
617,743.7,17,65445600.0
618,31.0,0,2526500.0
619,27.65,0,1271900.0
620,1888.9,62,183223300.0
621,55.15,1,3300010.55
622,12.0,0,1164000.0
623,11.0,0,699996.0
624,183.0,1,9150000.0
625,2500.0,26,222500000.0
626,11521.86,178,0.0
627,110.0,0,3850000.0
628,85.0,0,3825000.0
629,114.0,0,5244000.0
630,196.0,2,9858800.0
641,1241.52,16,73602271.68
642,20.0,0,600000.0
643,8057.67,161,627431881.92
645,332.0,2,16268000.0
647,5.4,0,324000.0
648,2.5,0,150000.0
649,5.0,0,240000.0
650,4.1,0,246000.0
651,7.5,0,375000.0
652,15.0,0,555000.0
653,7620.0,190,487680000.0
654,1297.0,19,79635800.0
655,14.5,0,391500.0
656,171.5,1,5145000.0
657,143.0,3,6406400.0
658,3000.0,50,291000000.0
659,150.78,1,7991340.0
660,150.0,2,10560000.0
661,150.18,4,14700000.0
662,3233.78,71,226364600.0
663,2.0,0,140000.0
664,1.0,0,70000.0
665,74.38,1,4314783.8
666,47.2,1,1982400.0
667,2.5,0,2.5
668,300.0,1,11400000.0
669,288.71,1,10970980.0
670,90.0,0,3240000.0
671,136.8,0,5006880.0
673,61.8,0,2781000.0
676,136.8,0,5006880.0
677,61.8,0,2781000.0
678,534.05,5,31508950.0
679,12.8,0,448000.0
680,96.5,1,4825000.0
681,99.0,1,5544000.0
682,95.0,1,5652500.0
683,100.8,2,7056000.0
684,156.5,3,11033250.0
685,153.2,3,10172480.0
686,17.7,0,940224.0
695,2700.0,22,218700000.0
696,95.0,0,3325000.0
697,124.66,1,5544876.8
698,721.33,8,35345170.0
702,331.34,4,17097144.0
703,414.08,5,22004211.2
704,1230.79,18,65871880.8
705,45.9,0,2157300.0
706,39.0,0,1755000.0
707,50.0,0,2350000.0
708,161.0,1,8211000.0
709,300.0,1,12000000.0
711,90.0,0,3150000.0
712,2.0,0,240000.0
714,95.0,0,3420000.0
715,150.0,1,6600000.0
716,405.0,6,30375000.0
717,259.09,2,12695410.0
718,4.06,0,150220.0
719,7.15,0,286000.0
720,403.66,5,22927888.0
721,508.69,9,31131828.0
722,14.04,0,742716.0
723,9.73,0,389200.0
724,69.55,1,3390562.5
725,1178.56,31,88392000.0
726,42.73,0,2538162.0
727,4550.0,43,354900000.0
728,235.0,1,8460000.0
729,1290.17,13,59451033.6
730,42.7,0,854000.0
731,400.0,3,21200000.0
732,262.0,3,16244000.0
733,270.0,3,17550000.0
734,350.0,4,18550000.0
735,35.0,0,1400000.0
736,78.0,0,0.0
737,200.0,0,200.0
738,0.0,0,0.0
739,293.72,2,14738869.6
740,12.12,0,242400.0
741,105.5,1,6076800.0
742,60.0,0,2820000.0
743,450.0,3,20250000.0
744,387.46,1,7749200.0
745,42.31,0,634650.0
748,272.5,2,14170000.0
749,251.55,3,14791140.0
750,235.85,4,15141570.0
751,892.72,18,61240592.0
752,122.87,2,5057329.2
753,160.0,0,7200000.0
754,170.0,1,8670000.0
756,1417.7,36,104569552.0
757,20.5,0,1045500.0
758,63.33,0,2685192.0
759,94.0,1,4961320.0
760,77.6,1,4454240.0
767,1145.13,10,53390541.12
768,783.8,9,41828270.8
781,450.0,3,450.0
782,456.29,5,456.29
783,937.68,15,937.68
784,116.7,0,5018100.0
785,173.0,1,9065200.0
786,699.5,11,42109900.0
796,683.3,6,35135286.0
797,13.3,0,410331.6
798,846.2,13,52041300.0
799,4.8,0,177120.0
800,2320.8,52,169650480.0
801,30.6,0,1342116.0
802,25.0,0,0.0
803,14.0,0,0.0
804,6.0,0,0.0
805,93.5,0,3927000.0
806,50.0,0,2250000.0
807,10.0,0,470000.0
808,50.0,0,2350000.0
809,50.0,0,2350000.0
810,200.0,1,10000000.0
811,125.0,0,6250000.0
820,150.0,2,9150000.0
821,385.0,9,25795000.0
822,1190.53,12,54288168.0
823,511.4,8,26695080.0
824,3011.0,70,165605000.0
825,5.0,0,300000.0
826,50.0,1,0.0
827,1428.06,13,75687180.0
828,177.95,0,4244107.5
829,556.8,5,28675200.0
830,26.0,0,803400.0
831,500.55,6,29031900.0
832,60.4,0,2100005.32
833,5.8,0,203000.0
834,237.13,2,0.0
835,545.55,9,0.0
836,378.5,6,28236100.0
837,10.0,0,500000.0
838,43.6,0,1962000.0
839,327.4,7,27010500.0
840,73.05,1,4960095.0
841,19.0,0,627000.0
842,340.0,8,29070000.0
843,1.0,0,65000.0
844,1.0,0,88000.0
845,7.0,0,388500.0
846,25.0,0,1140000.0
847,76.0,1,5563200.0
848,76.0,1,5563200.0
849,1.0,0,88000.0
850,675.9,20,50489730.0
851,100.0,0,5100000.0
852,150.0,1,9150000.0
853,88.0,0,3256000.0
854,44.0,0,1936000.0
855,90.0,0,4050000.0
856,70.0,0,3150000.0
857,3.5,0,140000.0
858,612.78,5,31276291.2
859,197.94,1,10055352.0
860,66.7,0,2934800.0
861,602.5,7,34414800.0
862,740.94,10,43715460.0
863,487.9,7,29596014.0
864,393.4,7,24626840.0
865,25.0,0,1650000.0
866,940.8,19,62092800.0
867,483.04,10,32363680.0
868,529.54,12,36008720.0
869,35.0,0,2380000.0
871,2400.0,51,307200000.0
873,629.9,6,48066.0
874,629.9,6,30276773.4
875,896.88,11,49208218.08
877,392.18,5,22746440.0
882,255.0,1,11475000.0
883,454.0,3,21610400.0
884,384.0,4,20736000.0
885,555.0,7,31635000.0
886,488.0,10,33184000.0
887,451.0,13,34276000.0
888,1517.0,50,116809000.0
890,120.0,0,4200000.0
891,489.6,4,25655040.0
892,467.85,6,30690960.0
893,749.98,13,54748540.0
894,1103.86,26,100451260.0
897,113.0,0,4746000.0
898,300.0,2,15300000.0
899,250.0,2,13250000.0
900,600.0,6,33000000.0
902,347.7,5,21800790.0
903,1388.4,40,109301790.0
904,230.0,1,10580000.0
905,208.0,1,9776000.0
906,1200.0,11,64800000.0
907,500.0,3,22500000.0
908,328.1,3,15355080.0
909,3.0,0,99999.0
910,473.6,4,22306560.0
911,9.0,0,360000.0
912,2177.95,20,101928060.0
913,110.0,0,3850000.0
914,90.0,0,3150000.0
915,300.0,3,18600000.0
916,1200.0,25,80400000.0
917,385.7,4,19621330.4
918,1.92,0,94848.0
919,393.06,6,22888276.86
920,2235.74,47,148050702.8
921,9.94,0,500976.0
923,116.0,2,8584000.0
924,56.3,0,3428670.0
925,377.25,2,14712750.0
927,2310.0,26,49480.0
934,3715.0,92,252248500.0
935,492.0,4,21648000.0
936,700.0,9,35420000.0
937,970.0,17,55290000.0
938,970.0,17,55290000.0
939,318.0,10,25293720.0
940,2952.0,96,249355440.0
941,361.73,2,11255590.68
942,688.03,4,24281954.76
943,122.44,0,367320.0
944,611.18,5,29012714.6
945,931.42,11,49265598.06
947,453.58,6,25927539.96
952,4505.16,65,0.0
960,277.32,3,15684109.92
961,45.03,0,900600.0
962,57.26,0,2301394.0
963,111.84,0,5639868.0
964,192.48,1,10694574.0
965,199.7,2,12414950.0
966,2391.26,35,157921202.0
967,80.4,0,4500000.0
968,138.3,2,9487380.0
969,232.0,4,17800000.0
970,390.0,4,21099000.0
971,714.0,8,38627400.0
972,300.0,3,16230000.0
973,570.0,6,30837000.0
974,234.65,2,12694565.0
975,117.5,0,5287500.0
976,159.0,1,8395200.0
977,308.5,5,18880200.0
978,869.0,16,53530400.0
981,209.0,1,8987000.0
982,643.0,9,37294000.0
983,44.0,0,1760000.0
984,497.85,5,497.85
985,1.15,0,1.15
986,665.9,10,665.9
994,3112.0,36,270744000.0
995,832.5,7,42457500.0
996,426.12,2,10866060.0
997,105.5,0,5064000.0
999,287.0,3,15670200.0
1000,409.09,6,27736302.0
1001,300.56,6,24495640.0
1002,320.0,7,28320000.0
1003,448.96,3,45800.0
1004,873.72,11,46791200.88
1005,3.78,0,109620.0
1006,3.16,0,75840.0
1007,2566.84,53,157937665.2
1008,14.58,0,670680.0
1009,56.26,1,1654044.0
1010,192.0,1,7872000.0
1011,50.0,0,2000000.0
1012,110.0,0,4180000.0
1013,50.0,0,2000000.0
1014,135.0,0,6075000.0
1016,368.0,7,26716800.0
1017,21.0,0,1367100.0
1018,376.35,9,28602600.0
1019,11.68,0,726496.0
1020,4.0,0,161720.0
1022,124.0,0,5952000.0
1023,181.0,0,8688000.0
1024,429.0,4,20377500.0
1025,100.0,3,4000000.0
1026,100.0,1,3000000.0
1027,100.0,2,6500000.0
1028,100.0,2,6500000.0
1029,200.0,1,9600000.0
1030,400.0,3,20000000.0
1031,3008.48,38,159449440.0
1032,141.69,1,5100840.0
1033,309.84,4,19798.776
1034,28.64,0,1281067.0
1035,312.23,5,22161230.0
1036,22.93,0,1284080.0
1037,13.62,0,533904.0
1038,450.0,2,15750000.0
1047,200.0,1,0.0
1048,287.81,2,14469359.94
1049,1.0,0,25000.0
1050,498.9,6,30084667.8
1051,0.66,0,16500.0
1052,608.86,9,42741972.0
1053,4.69,0,117175.0
1054,2479.1,48,0.0
1055,34.36,0,0.0
1060,517.54,4,517.54
1061,615.0,8,615.0
1062,909.62,12,909.62
1063,200.0,1,9600000.0
1064,20.0,0,960000.0
1066,135.0,0,4860000.0
1069,1260.0,14,70056000.0
1070,2780.0,36,200160000.0
1071,381.0,5,21869400.0
1072,381.0,4,21831300.0
1073,368.9,6,22576680.0
1074,603.0,13,39798000.0
1075,565.5,14,37888500.0
1076,630.0,15,42210000.0
1077,427.0,9,27413400.0
1078,630.0,15,42210000.0
1079,399.35,4,0.0
1080,627.11,9,0.0
1081,298.1,2,12550010.0
1082,518.7,5,25686024.0
1083,632.1,9,36535380.0
1084,745.8,15,47880360.0
1085,5.2,0,282984.0
1086,10.8,0,352641.6
1087,2339.8,61,176888880.0
1088,208.0,4,13769600.0
1089,77.0,0,3465000.0
1090,127.35,2,9525780.0
1091,41.5,0,1826000.0
1092,10.0,0,450000.0
1093,16.5,0,726000.0
1094,45.0,0,2070000.0
1095,215.0,1,10750000.0
1096,783.0,9,46510200.0
1097,545.66,5,29684995.32
1098,0.5,0,15000.0
1099,568.17,7,36446969.16
1100,2.66,0,66500.0
1101,659.03,10,46198003.0
1102,4.8,0,120040.0
1103,3193.0,67,0.0
1104,107.25,2,0.0
1105,253.0,1,12650000.0
1106,1041.0,24,82239000.0
1107,110.0,1,7535000.0
1109,250.0,2,13000000.0
1110,321.26,2,15662710.04
1111,21.87,0,437400.0
1112,18.11,0,181100.0
1113,123.3,1,5671800.0
1114,144.5,1,7427300.0
1115,224.5,3,13245500.0
1116,513.0,8,30472200.0
1124,1300.0,7,91000000.0
1125,245.0,1,9922500.0
1126,205.0,4,14493500.0
1127,754.0,18,62582000.0
1129,307.5,3,16051500.0
1130,227.6,2,12244880.0
1131,374.0,4,20009000.0
1132,244.25,2,13287200.0
1133,770.88,8,40779552.0
1134,232.0,2,12272800.0
1136,3000.0,27,264000000.0
1140,129.0,0,3225000.0
1143,150.0,1,6297600.0
1144,175.0,2,8000650.0
1145,200.0,3,12000000.0
1146,300.0,5,17357100.0
1147,200.0,4,12333400.0
1148,200.0,4,14000000.0
1149,250.0,5,17500000.0
1150,300.0,6,21000000.0
1151,275.0,6,19250000.0
1152,200.0,2,54000.0
1153,250.0,4,61000.0
1154,250.0,4,64000.0
1155,250.0,5,67000.0
1156,1875.0,52,77000.0
1157,40.0,0,1120000.0
1159,123.0,0,5535000.0
1160,216.0,1,10800000.0
1161,43.0,0,2408000.0
1162,500.0,8,31500000.0
1164,107.0,0,3745000.0
1165,100.0,0,4000000.0
1166,170.0,1,7650000.0
1167,592.76,8,0.0
1168,546.72,11,0.0
1169,301.0,2,13545000.0
1170,492.3,5,25501140.0
1171,30.82,0,1325260.0
1172,463.0,4,22316600.0
1175,1307.6,16,62634040.0
1176,3458.8,55,178474080.0
1177,115.0,0,6325000.0
1178,290.0,1,14065000.0
1180,458.94,5,25333488.0
1181,13.5,0,447120.0
1182,1289.65,18,75315560.0
1183,42.16,0,1477286.4
1184,5282.69,140,397258288.0
1185,208.81,3,12996334.4
1186,169.84,4,7663180.8
1187,5.0,0,376000.0
1188,666.69,7,36279936.42
1189,22.94,0,458800.0
1190,2580.49,37,152365032.05
1191,88.12,1,1938640.0
1193,90000.0,450,0.0
1194,1270.0,9,57150000.0
1195,211.61,1,4232200.0
1196,7.23,0,108450.0
1197,476.03,6,26048361.6
1198,288.92,4,16163340.48
1199,320.9,5,18047416.0
1200,339.28,6,20149839.2
1201,1683.12,37,100987200.0
1203,800.0,2,36000000.0
1204,72.5,0,2537500.0
1205,29.5,0,1268500.0
1206,3074.98,37,157402076.24
1207,23.36,0,584000.0
1208,8.36,0,179740.0
1209,70.0,0,3430000.0
1210,140.0,1,7000000.0
1211,10.0,0,600000.0
1212,510.0,11,41820000.0
1213,10.0,0,600000.0
1215,162.0,0,4860000.0
1216,100.0,0,100.0
1218,330.0,4,18381000.0
1219,393.0,6,23265600.0
1220,322.2,6,20878560.0
1221,257.05,6,17273760.0
1222,2410.4,52,146552320.0
1223,13.5,0,683248.5
1224,3.0,0,180000.0
1225,3.75,0,225000.0
1226,2.3,0,138000.0
1227,3.0,0,180000.0
1228,3.5,0,210000.0
1229,2.5,0,150000.0
1230,3.5,0,210000.0
1231,1.0,0,60000.0
1232,2.0,0,120000.0
1233,5.3,0,318000.0
1234,5.85,0,351000.0
1236,926.0,14,47133400.0
1237,1107.34,23,60903700.0
1238,3086.0,67,165409600.0
1239,430.06,2,17374424.0
1240,11.7,0,0.0
1242,457.42,3,22413580.0
1243,20.0,0,740000.0
1244,25.0,0,925000.0
1245,15.86,0,586820.0
1246,274.62,3,15345765.6
1247,2.78,0,108742.48
1248,8.02,0,304760.0
1249,5.0,0,0.0
1250,1318.78,18,81210472.4
1251,84.59,0,4009566.0
1252,1.25,0,37500.0
1253,4.7,0,217069.5
1255,238.0,2,12185600.0
1256,206.0,2,11453600.0
1257,225.74,4,14176472.0
1258,1260.0,26,77994000.0
1260,353.59,4,19179075.19
1261,6.33,0,126600.0
1262,3.61,0,90250.0
1263,494.51,9,33483272.1
1264,2052.13,47,151120905.33
1265,31.37,0,784250.0
1266,17.0,0,170000.0
1267,226.4,2,11772800.0
1268,48.05,0,1633700.0
1269,3.0,0,96000.0
1270,7.5,0,0.0
1273,685.76,8,43462097.28
1274,3.45,0,131193.15
1275,2540.0,49,169265600.0
1276,143.67,2,5746800.0
1278,138.0,1,5878800.0
1279,264.0,2,11457600.0
1280,407.5,7,19804500.0
1282,148.0,1,7707840.0
1283,268.0,3,17312800.0
